client_id, collateral_type, symbol, quantity, price, date
100010,stock,Adyen,7000,70000002.31373122,2024-02-04
100010,stock,Shell,7000,70000003.00203693,2024-02-05
100010,stock,Shell,7000,70000002.51043278,2024-02-06
100010,stock,Shell,8000,80000009.47175014,2024-02-01
100010,stock,ING,8000,80000006.33479065,2024-02-02
100010,stock,Philips,8000,80000000.7403618,2024-02-03
100010,stock,ING,8000,80000003.08904797,2024-02-04
100010,stock,NN,8000,80000006.68510017,2024-02-05
100010,stock,Philips,8000,80000008.44478756,2024-02-06
100010,stock,Adyen,9000,90000005.77452418,2024-02-01
100010,stock,Philips,9000,90000004.45613934,2024-02-02
100010,stock,NN,9000,90000005.02338955,2024-02-03
100010,stock,Adyen,9000,90000009.78364366,2024-02-04
100010,stock,Philips,9000,90000007.20503427,2024-02-05
100010,stock,ING,9000,90000008.10108675,2024-02-06
100011,stock,Philips,1000,10000005.121850828,2024-02-01
100011,stock,ING,1000,10000003.82403127,2024-02-02
100011,stock,ASML,1000,10000005.51710763,2024-02-03
100011,stock,ASML,1000,10000002.092246689,2024-02-04
100011,stock,NN,1000,10000002.12719545,2024-02-05
100011,stock,Philips,1000,10000004.62403141,2024-02-06
100011,stock,ABN,2000,20000004.033801865,2024-02-01
100011,stock,Adyen,2000,20000001.24705821,2024-02-02
100011,stock,Adyen,2000,20000008.302281767,2024-02-03
100011,stock,NN,2000,20000008.54629893,2024-02-04
100011,stock,ABN,2000,20000000.149189133,2024-02-05
100011,stock,Shell,2000,20000007.161696423,2024-02-06
100011,stock,ASML,3000,30000000.077717263,2024-02-01
100011,stock,ASML,3000,30000005.07180025,2024-02-02
100011,stock,Philips,3000,30000002.99332621,2024-02-03
100011,stock,Philips,3000,30000010.160098094,2024-02-04
100011,stock,Shell,3000,30000002.039641965,2024-02-05
100011,stock,NN,3000,30000000.251967866,2024-02-06
100011,stock,Adyen,4000,40000008.461434804,2024-02-01
100011,stock,ASML,4000,40000010.31231469,2024-02-02
100011,stock,ASML,4000,40000006.81113362,2024-02-03
100011,stock,Philips,4000,40000004.649511166,2024-02-04
100011,stock,NN,4000,40000009.666135944,2024-02-05
100011,stock,Philips,4000,40000007.44244159,2024-02-06
100011,stock,Adyen,5000,50000007.674814045,2024-02-01
100011,stock,Adyen,5000,50000004.28030445,2024-02-02
100011,stock,ABN,5000,50000003.04979318,2024-02-03
100011,stock,ABN,5000,50000002.67702682,2024-02-04
100011,stock,ABN,5000,50000004.26291186,2024-02-05
100011,stock,NN,5000,50000007.14911413,2024-02-06
100011,stock,Philips,6000,60000004.28416762,2024-02-01
100011,stock,Adyen,6000,60000007.17687782,2024-02-02
100011,stock,Philips,6000,60000002.55822206,2024-02-03
100011,stock,ABN,6000,60000005.86767291,2024-02-04
100011,stock,ABN,6000,60000009.47633361,2024-02-05
100011,stock,ING,6000,60000001.56910123,2024-02-06
100011,stock,ASML,7000,70000002.03855173,2024-02-01
100011,stock,Shell,7000,70000009.33806108,2024-02-02
100011,stock,Philips,7000,70000003.02677657,2024-02-03
100011,stock,Adyen,7000,70000001.66231164,2024-02-04
100011,stock,Adyen,7000,70000008.20526682,2024-02-05
100011,stock,ABN,7000,70000000.26367578,2024-02-06
100011,stock,Shell,8000,80000001.41254969,2024-02-01
100011,stock,ASML,8000,80000006.7734684,2024-02-02
100011,stock,Shell,8000,80000004.84021632,2024-02-03
100011,stock,ASML,8000,80000005.17952792,2024-02-04
100011,stock,NN,8000,80000008.33115216,2024-02-05
100011,stock,ABN,8000,80000006.95025827,2024-02-06
100011,stock,Philips,9000,90000005.47035037,2024-02-01
100011,stock,Adyen,9000,90000004.86575398,2024-02-02
100011,stock,ABN,9000,90000002.47480446,2024-02-03
100011,stock,Shell,9000,90000005.07113636,2024-02-04
100011,stock,ABN,9000,90000003.21722208,2024-02-05
100011,stock,NN,9000,90000010.06640808,2024-02-06
100012,stock,ABN,1000,10000004.37169692,2024-02-01
100012,stock,Adyen,1000,10000003.261430163,2024-02-02
100012,stock,ASML,1000,10000007.387740346,2024-02-03
100012,stock,NN,1000,10000004.666177075,2024-02-04
100012,stock,ASML,1000,10000003.514728228,2024-02-05
100012,stock,ABN,1000,10000006.173787147,2024-02-06
100012,stock,ING,2000,20000005.963141203,2024-02-01
100012,stock,Philips,2000,20000008.841677032,2024-02-02
100012,stock,ASML,2000,20000008.213723946,2024-02-03
100012,stock,Philips,2000,20000001.456667982,2024-02-04
100012,stock,ASML,2000,20000002.41434797,2024-02-05
100012,stock,ING,2000,20000000.146526657,2024-02-06
100012,stock,Adyen,3000,30000001.026565634,2024-02-01
100012,stock,ING,3000,30000006.723191276,2024-02-02
100012,stock,Philips,3000,30000002.36139402,2024-02-03
100012,stock,Philips,3000,30000005.377863336,2024-02-04
100012,stock,ASML,3000,30000003.777608924,2024-02-05
100012,stock,ABN,3000,30000006.340098146,2024-02-06
100012,stock,Adyen,4000,40000008.63168586,2024-02-01
100012,stock,ING,4000,40000002.90725963,2024-02-02
100012,stock,ABN,4000,40000009.25299835,2024-02-03
100012,stock,NN,4000,40000000.12727564,2024-02-04
100012,stock,Shell,4000,40000008.77833255,2024-02-05
100012,stock,ABN,4000,40000007.81181161,2024-02-06
100012,stock,ING,5000,50000000.34762651,2024-02-01
100012,stock,Shell,5000,50000002.0294922,2024-02-02
100012,stock,Shell,5000,50000002.04757453,2024-02-03
100012,stock,Philips,5000,50000004.689134695,2024-02-04
100012,stock,Adyen,5000,50000008.76800003,2024-02-05
100012,stock,ASML,5000,50000007.096580684,2024-02-06
100012,stock,Philips,6000,60000008.90503529,2024-02-01
100012,stock,Philips,6000,60000000.25056188,2024-02-02
100012,stock,Philips,6000,60000004.572056234,2024-02-03
100012,stock,Adyen,6000,60000003.51594583,2024-02-04
100012,stock,ASML,6000,60000002.78396292,2024-02-05
100012,stock,ING,6000,60000005.997634605,2024-02-06
100012,stock,Adyen,7000,70000002.35299999,2024-02-01
100012,stock,Philips,7000,70000005.04679239,2024-02-02
100012,stock,Adyen,7000,70000003.75301851,2024-02-03
100012,stock,Adyen,7000,70000010.3925247,2024-02-04
100012,stock,NN,7000,70000000.00111175,2024-02-05
100012,stock,ING,7000,70000003.72724359,2024-02-06
100012,stock,ASML,8000,80000007.3919227,2024-02-01
100012,stock,Adyen,8000,80000006.01749404,2024-02-02
100012,stock,NN,8000,80000002.57436758,2024-02-03
100012,stock,ASML,8000,80000003.05002072,2024-02-04
100012,stock,ASML,8000,80000008.79064824,2024-02-05
100012,stock,ABN,8000,80000009.80482416,2024-02-06
100012,stock,Shell,9000,90000010.09752542,2024-02-01
100012,stock,ABN,9000,90000006.21898927,2024-02-02
100012,stock,Adyen,9000,90000004.29417439,2024-02-03
100012,stock,ASML,9000,90000002.9076166,2024-02-04
100012,stock,Philips,9000,90000003.53069653,2024-02-05
100012,stock,ASML,9000,90000009.10822217,2024-02-06
100013,stock,Adyen,1000,10000005.974124083,2024-02-01
100013,stock,Adyen,1000,10000008.464724785,2024-02-02
100013,stock,ING,1000,10000005.439239876,2024-02-03
100013,stock,Adyen,1000,10000000.812049668,2024-02-04
100013,stock,Adyen,1000,10000002.473077884,2024-02-05
100013,stock,ABN,1000,10000002.82370846,2024-02-06
100013,stock,ASML,2000,20000002.626850065,2024-02-01
100013,stock,ASML,2000,20000001.33101112,2024-02-02
100013,stock,Shell,2000,20000003.68511804,2024-02-03
100013,stock,Philips,2000,20000007.853493754,2024-02-04
100013,stock,ABN,2000,20000007.959590666,2024-02-05
100013,stock,NN,2000,20000008.28108841,2024-02-06
100013,stock,ABN,3000,30000009.71422837,2024-02-01
100013,stock,NN,3000,30000009.018686593,2024-02-02
100013,stock,Shell,3000,30000004.824357282,2024-02-03
100013,stock,ABN,3000,30000000.983129896,2024-02-04
100013,stock,ING,3000,30000008.120612975,2024-02-05
100013,stock,Philips,3000,30000004.78428932,2024-02-06
100013,stock,Adyen,4000,40000002.611503944,2024-02-01
100013,stock,Shell,4000,40000002.591946274,2024-02-02
100013,stock,NN,4000,40000008.3649618,2024-02-03
100013,stock,NN,4000,40000008.4434457,2024-02-04
100013,stock,Philips,4000,40000006.71237535,2024-02-05
100013,stock,NN,4000,40000006.32395355,2024-02-06
100013,stock,Philips,5000,50000009.0145356,2024-02-01
100013,stock,ING,5000,50000005.44689121,2024-02-02
100013,stock,ABN,5000,50000000.70798677,2024-02-03
100013,stock,ASML,5000,50000006.93890849,2024-02-04
100013,stock,NN,5000,50000006.21512403,2024-02-05
100013,stock,Shell,5000,50000007.85995255,2024-02-06
100013,stock,ABN,6000,60000005.47147971,2024-02-01
100013,stock,ABN,6000,60000005.49009473,2024-02-02
100013,stock,ASML,6000,60000001.89449773,2024-02-03
100013,stock,Philips,6000,60000002.31000223,2024-02-04
100013,stock,ASML,6000,60000005.330116965,2024-02-05
100013,stock,NN,6000,60000007.224792436,2024-02-06
100013,stock,ABN,7000,70000003.08716911,2024-02-01
100013,stock,Adyen,7000,70000003.07194194,2024-02-02
100013,stock,Philips,7000,70000009.07042973,2024-02-03
100013,stock,Adyen,7000,70000006.46009423,2024-02-04
100013,stock,Shell,7000,70000000.19357127,2024-02-05
100013,stock,NN,7000,70000000.39697987,2024-02-06
100013,stock,ASML,8000,80000009.7100045,2024-02-01
100013,stock,ASML,8000,80000000.93851656,2024-02-02
100013,stock,Adyen,8000,80000008.03179188,2024-02-03
100013,stock,ING,8000,80000005.98330326,2024-02-04
100013,stock,NN,8000,80000003.86141825,2024-02-05
100013,stock,Adyen,8000,80000001.2393189,2024-02-06
100013,stock,Shell,9000,90000003.83411214,2024-02-01
100013,stock,ING,9000,90000000.06049801,2024-02-02
100013,stock,ING,9000,90000007.09781894,2024-02-03
100013,stock,ABN,9000,90000000.28082073,2024-02-04
100013,stock,Shell,9000,90000001.06258467,2024-02-05
100013,stock,ASML,9000,90000009.48543458,2024-02-06
100014,stock,Philips,1000,10000003.426819162,2024-02-01
100014,stock,NN,1000,10000000.598414198,2024-02-02
100014,stock,Philips,1000,10000001.053662587,2024-02-03
100014,stock,ASML,1000,10000007.003395775,2024-02-04
100014,stock,ASML,1000,10000010.456807388,2024-02-05
100014,stock,Adyen,1000,10000002.021516792,2024-02-06
100014,stock,Philips,2000,20000004.0838609,2024-02-01
100014,stock,Shell,2000,20000010.34380305,2024-02-02
100014,stock,Shell,2000,20000010.44914377,2024-02-03
100014,stock,NN,2000,20000000.347926468,2024-02-04
100014,stock,ABN,2000,20000009.504779804,2024-02-05
100014,stock,Philips,2000,20000003.75979639,2024-02-06
100014,stock,ABN,3000,30000004.504605222,2024-02-01
100014,stock,Shell,3000,30000007.53408457,2024-02-02
100014,stock,NN,3000,30000006.838333044,2024-02-03
100014,stock,ING,3000,30000004.268841203,2024-02-04
100014,stock,Shell,3000,30000009.96985327,2024-02-05
100014,stock,ASML,3000,30000003.81620401,2024-02-06
100014,stock,Shell,4000,40000000.30058849,2024-02-01
100014,stock,Philips,4000,40000006.01585118,2024-02-02
100014,stock,ING,4000,40000001.9580243,2024-02-03
100014,stock,ABN,4000,40000010.46868212,2024-02-04
100014,stock,Adyen,4000,40000005.54012606,2024-02-05
100014,stock,ASML,4000,40000006.963372745,2024-02-06
100014,stock,ING,5000,50000003.88239696,2024-02-01
100014,stock,Adyen,5000,50000008.91479604,2024-02-02
100014,stock,ASML,5000,50000001.16076015,2024-02-03
100014,stock,ASML,5000,50000008.299107485,2024-02-04
100014,stock,Shell,5000,50000005.44445351,2024-02-05
100014,stock,NN,5000,50000006.18263772,2024-02-06
100014,stock,ABN,6000,60000010.3720741,2024-02-01
100014,stock,Adyen,6000,60000008.99600239,2024-02-02
100014,stock,ABN,6000,60000005.13539775,2024-02-03
100014,stock,NN,6000,60000006.23673159,2024-02-04
100014,stock,Shell,6000,60000001.61444263,2024-02-05
100014,stock,ABN,6000,60000000.101331025,2024-02-06
100014,stock,Philips,7000,70000005.30730233,2024-02-01
100014,stock,Philips,7000,70000001.36243631,2024-02-02
100014,stock,ING,7000,70000003.36126918,2024-02-03
100014,stock,ING,7000,70000000.11708464,2024-02-04
100014,stock,ABN,7000,70000006.87982343,2024-02-05
100014,stock,Shell,7000,70000008.94942626,2024-02-06
100014,stock,Adyen,8000,80000007.2154595,2024-02-01
100014,stock,ASML,8000,80000000.81804153,2024-02-02
100014,stock,ASML,8000,80000006.87375364,2024-02-03
100014,stock,ABN,8000,80000005.46654233,2024-02-04
100014,stock,Adyen,8000,80000003.73031767,2024-02-05
100014,stock,Adyen,8000,80000005.5238783,2024-02-06
100014,stock,ING,9000,90000004.5702883,2024-02-01
100014,stock,ASML,9000,90000009.87079926,2024-02-02
100014,stock,Shell,9000,90000003.54550847,2024-02-03
100014,stock,Shell,9000,90000009.42288642,2024-02-04
100014,stock,ING,9000,90000008.36605418,2024-02-05
100014,stock,ABN,9000,90000004.33577071,2024-02-06
100015,stock,ASML,1000,10000009.642932612,2024-02-01
100015,stock,ASML,1000,10000003.974631427,2024-02-02
100015,stock,ING,1000,10000007.583926223,2024-02-03
100015,stock,NN,1000,10000006.717613952,2024-02-04
100015,stock,Shell,1000,10000005.394962952,2024-02-05
100015,stock,ASML,1000,10000009.820013653,2024-02-06
100015,stock,Philips,2000,20000001.05857721,2024-02-01
100015,stock,Adyen,2000,20000003.247090038,2024-02-02
100015,stock,Shell,2000,20000000.427826367,2024-02-03
100015,stock,NN,2000,20000007.32925313,2024-02-04
100015,stock,Philips,2000,20000002.196249083,2024-02-05
100015,stock,NN,2000,20000004.74819491,2024-02-06
100015,stock,ABN,3000,30000001.599577032,2024-02-01
100015,stock,ABN,3000,30000009.503987715,2024-02-02
100015,stock,NN,3000,30000006.35691512,2024-02-03
100015,stock,ASML,3000,30000005.059698693,2024-02-04
100015,stock,Adyen,3000,30000006.57664533,2024-02-05
100015,stock,Adyen,3000,30000007.221266944,2024-02-06
100015,stock,ABN,4000,40000009.57012367,2024-02-01
100015,stock,Adyen,4000,40000003.61278801,2024-02-02
100015,stock,Philips,4000,40000003.25800189,2024-02-03
100015,stock,Philips,4000,40000002.096039705,2024-02-04
100015,stock,ING,4000,40000005.57101892,2024-02-05
100015,stock,Adyen,4000,40000001.07917576,2024-02-06
100015,stock,ASML,5000,50000006.63518352,2024-02-01
100015,stock,Shell,5000,50000008.24646232,2024-02-02
100015,stock,NN,5000,50000008.92355261,2024-02-03
100015,stock,Philips,5000,50000006.737755425,2024-02-04
100015,stock,NN,5000,50000000.995897956,2024-02-05
100015,stock,ING,5000,50000009.74129245,2024-02-06
100015,stock,Philips,6000,60000003.19771872,2024-02-01
100015,stock,ING,6000,60000005.87804891,2024-02-02
100015,stock,Philips,6000,60000004.93422278,2024-02-03
100015,stock,Adyen,6000,60000003.08335233,2024-02-04
100015,stock,NN,6000,60000000.69229487,2024-02-05
100015,stock,ING,6000,60000007.967169575,2024-02-06
100015,stock,ASML,7000,70000006.23149495,2024-02-01
100015,stock,ABN,7000,70000010.46216999,2024-02-02
100015,stock,Adyen,7000,70000005.88954906,2024-02-03
100015,stock,ABN,7000,70000003.16648565,2024-02-04
100015,stock,Shell,7000,70000007.02878574,2024-02-05
100015,stock,ING,7000,70000000.77964114,2024-02-06
100015,stock,Philips,8000,80000000.2121807,2024-02-01
100015,stock,Shell,8000,80000009.59622726,2024-02-02
100015,stock,ING,8000,80000008.16341445,2024-02-03
100015,stock,Philips,8000,80000009.09133856,2024-02-04
100015,stock,Adyen,8000,80000010.4611323,2024-02-05
100015,stock,ING,8000,80000002.83744077,2024-02-06
100015,stock,ING,9000,90000007.47533576,2024-02-01
100015,stock,Philips,9000,90000010.08883937,2024-02-02
100015,stock,ASML,9000,90000008.42314966,2024-02-03
100015,stock,Adyen,9000,90000005.94788253,2024-02-04
100015,stock,NN,9000,90000009.52471985,2024-02-05
100015,stock,Adyen,9000,90000003.20936608,2024-02-06
100016,stock,NN,1000,10000003.951175438,2024-02-01
100016,stock,Philips,1000,10000000.421815764,2024-02-02
100016,stock,ABN,1000,10000007.231232699,2024-02-03
100016,stock,ING,1000,10000000.049632419,2024-02-04
100016,stock,ING,1000,10000007.717546102,2024-02-05
100016,stock,ABN,1000,10000009.038635103,2024-02-06
100016,stock,ING,2000,20000002.072114006,2024-02-01
100016,stock,Shell,2000,20000009.970767945,2024-02-02
100016,stock,ABN,2000,20000007.34333138,2024-02-03
100016,stock,ING,2000,20000007.90631482,2024-02-04
100016,stock,ABN,2000,20000001.491135877,2024-02-05
100016,stock,ABN,2000,20000002.819806606,2024-02-06
100016,stock,ABN,3000,30000006.640086222,2024-02-01
100016,stock,NN,3000,30000008.95771808,2024-02-02
100016,stock,Adyen,3000,30000002.305944365,2024-02-03
100016,stock,Shell,3000,30000008.63066978,2024-02-04
100016,stock,ASML,3000,30000006.044397626,2024-02-05
100016,stock,Adyen,3000,30000005.96346084,2024-02-06
100016,stock,Shell,4000,40000002.13921935,2024-02-01
100016,stock,ABN,4000,40000003.6134802,2024-02-02
100016,stock,Philips,4000,40000005.35168271,2024-02-03
100016,stock,Philips,4000,40000005.32878347,2024-02-04
100016,stock,Shell,4000,40000006.044177234,2024-02-05
100016,stock,Adyen,4000,40000004.31016073,2024-02-06
100016,stock,Shell,5000,50000007.94681275,2024-02-01
100016,stock,Shell,5000,50000005.622574314,2024-02-02
100016,stock,ING,5000,50000007.789673865,2024-02-03
100016,stock,Adyen,5000,50000007.835239805,2024-02-04
100016,stock,ABN,5000,50000003.15633486,2024-02-05
100016,stock,Adyen,5000,50000001.62158369,2024-02-06
100016,stock,ING,6000,60000002.33415293,2024-02-01
100016,stock,ASML,6000,60000010.12082051,2024-02-02
100016,stock,NN,6000,60000006.36115989,2024-02-03
100016,stock,ASML,6000,60000004.635207914,2024-02-04
100016,stock,NN,6000,60000001.26302978,2024-02-05
100016,stock,ABN,6000,60000003.94531952,2024-02-06
100016,stock,Adyen,7000,70000009.86125596,2024-02-01
100016,stock,NN,7000,70000006.4216118,2024-02-02
100016,stock,ASML,7000,70000004.8874285,2024-02-03
100016,stock,ASML,7000,70000010.36486948,2024-02-04
100016,stock,ABN,7000,70000001.02861236,2024-02-05
100016,stock,Philips,7000,70000009.93402456,2024-02-06
100016,stock,ABN,8000,80000000.55221611,2024-02-01
100016,stock,NN,8000,80000004.16304888,2024-02-02
100016,stock,Philips,8000,80000006.65796648,2024-02-03
100016,stock,ABN,8000,80000009.83660631,2024-02-04
100016,stock,ABN,8000,80000002.62957214,2024-02-05
100016,stock,Shell,8000,80000004.5331334,2024-02-06
100016,stock,Adyen,9000,90000007.78068154,2024-02-01
100016,stock,Philips,9000,90000003.70537598,2024-02-02
100016,stock,ABN,9000,90000001.27359307,2024-02-03
100016,stock,ING,9000,90000000.33340333,2024-02-04
100016,stock,ASML,9000,90000001.76717114,2024-02-05
100016,stock,ING,9000,90000008.8145605,2024-02-06
100017,stock,Philips,1000,10000006.02472964,2024-02-01
100017,stock,ING,1000,10000002.428035343,2024-02-02
100017,stock,Shell,1000,10000009.509257145,2024-02-03
100017,stock,ABN,1000,10000009.50336616,2024-02-04
100017,stock,ABN,1000,10000004.646186266,2024-02-05
100017,stock,ING,1000,10000010.244663935,2024-02-06
100017,stock,ASML,2000,20000003.100789893,2024-02-01
100017,stock,Philips,2000,20000000.378388204,2024-02-02
100017,stock,Shell,2000,20000010.333560303,2024-02-03
100017,stock,ABN,2000,20000001.229391944,2024-02-04
100017,stock,Adyen,2000,20000003.241901144,2024-02-05
100017,stock,ASML,2000,20000009.614203256,2024-02-06
100017,stock,NN,3000,30000005.576621223,2024-02-01
100017,stock,Shell,3000,30000007.737542637,2024-02-02
100017,stock,Adyen,3000,30000001.593774118,2024-02-03
100017,stock,Philips,3000,30000008.66987324,2024-02-04
100017,stock,Philips,3000,30000003.802687284,2024-02-05
100017,stock,NN,3000,30000008.54872642,2024-02-06
100017,stock,Adyen,4000,40000000.2976665,2024-02-01
100017,stock,Adyen,4000,40000006.26425722,2024-02-02
100017,stock,Adyen,4000,40000001.70409686,2024-02-03
100017,stock,ABN,4000,40000000.416620865,2024-02-04
100017,stock,ABN,4000,40000007.619028874,2024-02-05
100017,stock,Philips,4000,40000009.36842118,2024-02-06
100017,stock,ING,5000,50000001.814847246,2024-02-01
100017,stock,ABN,5000,50000002.59758845,2024-02-02
100017,stock,NN,5000,50000008.08764921,2024-02-03
100017,stock,ING,5000,50000005.5655126,2024-02-04
100017,stock,Philips,5000,50000004.31344037,2024-02-05
100017,stock,ABN,5000,50000010.330458306,2024-02-06
100017,stock,NN,6000,60000008.68199651,2024-02-01
100017,stock,NN,6000,60000006.20174454,2024-02-02
100017,stock,ASML,6000,60000000.66438005,2024-02-03
100017,stock,ING,6000,60000005.44078849,2024-02-04
100017,stock,NN,6000,60000008.718168944,2024-02-05
100017,stock,Philips,6000,60000007.46624684,2024-02-06
100017,stock,ASML,7000,70000008.01164444,2024-02-01
100017,stock,ASML,7000,70000007.99636249,2024-02-02
100017,stock,ING,7000,70000008.18244623,2024-02-03
100017,stock,Adyen,7000,70000010.46835026,2024-02-04
100017,stock,ING,7000,70000007.94478591,2024-02-05
100017,stock,Shell,7000,70000007.62932819,2024-02-06
100017,stock,NN,8000,80000008.80091219,2024-02-01
100017,stock,Philips,8000,80000002.80586787,2024-02-02
100017,stock,ING,8000,80000009.27232987,2024-02-03
100017,stock,Philips,8000,80000004.16903909,2024-02-04
100017,stock,NN,8000,80000000.65286039,2024-02-05
100017,stock,ABN,8000,80000001.50806808,2024-02-06
100017,stock,ING,9000,90000002.49592032,2024-02-01
100017,stock,NN,9000,90000004.79899856,2024-02-02
100017,stock,Philips,9000,90000006.47819684,2024-02-03
100017,stock,NN,9000,90000000.36605075,2024-02-04
100017,stock,ING,9000,90000004.83212814,2024-02-05
100017,stock,ASML,9000,90000007.22918299,2024-02-06
100018,stock,ING,1000,10000009.544351574,2024-02-01
100018,stock,ING,1000,10000006.09588041,2024-02-02
100018,stock,ING,1000,10000002.122000014,2024-02-03
100018,stock,ING,1000,10000009.491263084,2024-02-04
100018,stock,NN,1000,10000003.434730856,2024-02-05
100018,stock,Shell,1000,10000005.56847314,2024-02-06
100018,stock,Adyen,2000,20000006.231351577,2024-02-01
100018,stock,NN,2000,20000010.356480286,2024-02-02
100018,stock,ABN,2000,20000002.359720074,2024-02-03
100018,stock,ABN,2000,20000008.24421257,2024-02-04
100018,stock,ING,2000,20000000.473098047,2024-02-05
100018,stock,ASML,2000,20000000.056643385,2024-02-06
100018,stock,Shell,3000,30000005.306039188,2024-02-01
100018,stock,ING,3000,30000001.878986474,2024-02-02
100018,stock,Philips,3000,30000000.75072576,2024-02-03
100018,stock,ABN,3000,30000001.48161672,2024-02-04
100018,stock,Philips,3000,30000008.367795963,2024-02-05
100018,stock,ABN,3000,30000010.523620944,2024-02-06
100018,stock,NN,4000,40000008.12626388,2024-02-01
100018,stock,ABN,4000,40000005.146095015,2024-02-02
100018,stock,ABN,4000,40000003.74112979,2024-02-03
100018,stock,Adyen,4000,40000010.49116801,2024-02-04
100018,stock,Philips,4000,40000007.0895208,2024-02-05
100018,stock,NN,4000,40000003.09324578,2024-02-06
100018,stock,Adyen,5000,50000001.30060796,2024-02-01
100018,stock,Philips,5000,50000006.62775991,2024-02-02
100018,stock,ING,5000,50000000.30429396,2024-02-03
100018,stock,Shell,5000,50000001.23805159,2024-02-04
100018,stock,Shell,5000,50000009.40418604,2024-02-05
100018,stock,ASML,5000,50000001.17933618,2024-02-06
100018,stock,ABN,6000,60000002.67788964,2024-02-01
100018,stock,Adyen,6000,60000008.71559676,2024-02-02
100018,stock,NN,6000,60000007.01956627,2024-02-03
100018,stock,Philips,6000,60000002.325712465,2024-02-04
100018,stock,Shell,6000,60000007.09770703,2024-02-05
100018,stock,Adyen,6000,60000004.13549504,2024-02-06
100018,stock,ING,7000,70000005.51868214,2024-02-01
100018,stock,ASML,7000,70000006.79121366,2024-02-02
100018,stock,Shell,7000,70000006.12441218,2024-02-03
100018,stock,Adyen,7000,70000009.11408643,2024-02-04
100018,stock,NN,7000,70000006.61790487,2024-02-05
100018,stock,NN,7000,70000008.78545934,2024-02-06
100018,stock,Philips,8000,80000002.18495686,2024-02-01
100018,stock,NN,8000,80000003.89821522,2024-02-02
100018,stock,ABN,8000,80000006.94953796,2024-02-03
100018,stock,Philips,8000,80000008.93755586,2024-02-04
100018,stock,ABN,8000,80000006.06217922,2024-02-05
100018,stock,Philips,8000,80000003.75581846,2024-02-06
100018,stock,ING,9000,90000002.62076601,2024-02-01
100018,stock,Adyen,9000,90000002.24437445,2024-02-02
100018,stock,Shell,9000,90000005.13783622,2024-02-03
100018,stock,ASML,9000,90000006.52203125,2024-02-04
100018,stock,Philips,9000,90000002.11336173,2024-02-05
100018,stock,ING,9000,90000000.4889096,2024-02-06
100019,stock,ABN,1000,10000006.520326704,2024-02-01
100019,stock,Philips,1000,10000007.510084666,2024-02-02
100019,stock,Philips,1000,10000002.805626303,2024-02-03
100019,stock,Adyen,1000,10000003.02927602,2024-02-04
100019,stock,Shell,1000,10000002.304083357,2024-02-05
100019,stock,NN,1000,10000009.798762957,2024-02-06
100019,stock,NN,2000,20000010.285568707,2024-02-01
100019,stock,ASML,2000,20000000.4728759,2024-02-02
100019,stock,NN,2000,20000008.901531074,2024-02-03
100019,stock,ING,2000,20000005.216327336,2024-02-04
100019,stock,Adyen,2000,20000002.967267573,2024-02-05
100019,stock,Adyen,2000,20000008.871603098,2024-02-06
100019,stock,Adyen,3000,30000009.277477976,2024-02-01
100019,stock,Adyen,3000,30000004.33066648,2024-02-02
